name,postcode,latitude,longitude,URL
Lancaster,LA2 9DU,53.961645,-2.760582,http://motorwayservices.uk/Lancaster
Leeds_Skelton_Lake,LS9 0AS,53.772696,-1.471273,http://motorwayservices.uk/Leeds_Skelton_Lake
Leeming_Bar,DL8 1DT,54.298943,-1.566728,http://motorwayservices.uk/Leeming_Bar
Leicester_Forest_East,LE3 3GB,52.619002,-1.206122,http://motorwayservices.uk/Leicester_Forest_East
Leicester_North,LE4 3BT,52.690601,-1.127076,http://motorwayservices.uk/Leicester_North
Leigh_Delamere,SN14 6LB,51.511799,-2.158225,http://motorwayservices.uk/Leigh_Delamere
Lindisfarne,TD15 2PD,55.672265,-1.916948,http://motorwayservices.uk/Lindisfarne
Liphook,GU30 7TT,51.083813,-0.819147,http://motorwayservices.uk/Liphook
Lisburn,BT27 5SG,54.520365,-6.011489,http://motorwayservices.uk/Lisburn
Littleport,CB6 1JJ,52.461347,0.294769,http://motorwayservices.uk/Littleport
Llanddulas,LL22 8HH,53.289985,-3.642482,http://motorwayservices.uk/Llanddulas
Llanrhystud,SY23 5BT,52.303739,-4.14734,http://motorwayservices.uk/Llanrhystud
Locks_Garage,HR2 9AS,52.000695,-2.794567,http://motorwayservices.uk/Locks_Garage
Lomondgate,G82 2QU,55.957249,-4.560604,http://motorwayservices.uk/Lomondgate
London_Gateway,NW7 3HU,51.631339,-0.264336,http://motorwayservices.uk/London_Gateway
Luxmore,DN40 3BH,53.609106,-0.243374,http://motorwayservices.uk/Luxmore
Lymm,WA13 0SP,53.359117,-2.504454,http://motorwayservices.uk/Lymm
Macmerry,EH33 1EJ,55.956012,-2.866737,http://motorwayservices.uk/Macmerry
Magor,NP26 3YL,51.587529,-2.837544,http://motorwayservices.uk/Magor
Maidenhead,SL6 0AP,51.523031,-0.695151,http://motorwayservices.uk/Maidenhead
Maidstone,ME17 1SS,51.266597,0.613865,http://motorwayservices.uk/Maidstone
Mangrove,CV23 9LG,52.34435,-1.340604,http://motorwayservices.uk/Mangrove
Manor_Way,B62 8RJ,52.445782,-2.038541,http://motorwayservices.uk/Manor_Way
Maresfield,TN22 5EP,50.9888,0.090301,http://motorwayservices.uk/Maresfield
Market_Harborough,LE16 7FD,52.511046,-0.941523,http://motorwayservices.uk/Market_Harborough
Markfield,LE67 9PP,52.698084,-1.296974,http://motorwayservices.uk/Markfield
Markham_Moor,DN22 0QU,53.256809,-0.924971,http://motorwayservices.uk/Markham_Moor
Markham_Vale,S44 5HS,53.242369,-1.328667,http://motorwayservices.uk/Markham_Vale
Marston_Moretaine,MK43 0PP,52.047208,-0.548531,http://motorwayservices.uk/Marston_Moretaine
Martlesham_Heath,IP5 3RA,52.065514,1.27598,http://motorwayservices.uk/Martlesham_Heath
Medway,ME8 8PQ,51.341571,0.608165,http://motorwayservices.uk/Medway
Membury,RG17 7TZ,51.483486,-1.557179,http://motorwayservices.uk/Membury
Michaelwood,GL11 6DD,51.666641,-2.420144,http://motorwayservices.uk/Michaelwood
Middlewich,CW10 0JB,53.195137,-2.432264,http://motorwayservices.uk/Middlewich
Mile_End,SY11 4JA,52.849412,-3.026558,http://motorwayservices.uk/Mile_End
Milford,IP28 6AS,52.335564,0.531698,http://motorwayservices.uk/Milford
Milton_Heights,OX14 4TX,51.618762,-1.300193,http://motorwayservices.uk/Milton_Heights
Milton_Keynes,MK17 9DN,51.991784,-0.699304,http://motorwayservices.uk/Milton_Keynes
Minster,CT12 4AY,51.343242,1.318059,http://motorwayservices.uk/Minster
Monktonhall,EH21 8RE,55.926192,-3.06055,http://motorwayservices.uk/Monktonhall
Monkton,KA9 2RJ,55.517655,-4.600214,http://motorwayservices.uk/Monkton
Monmouth,NP25 4BG,51.774606,-2.805068,http://motorwayservices.uk/Monmouth
Moor_Farm,NE23 7QA,55.06464,-1.580914,http://motorwayservices.uk/Moor_Farm
Morcott,LE15 9DL,52.593049,-0.64122,http://motorwayservices.uk/Morcott
Moulton,NN3 7TP,52.28692,-0.840578,http://motorwayservices.uk/Moulton
Nene_Valley,NN3 5LU,52.254446,-0.794367,http://motorwayservices.uk/Nene_Valley
Nesscliffe,SY4 1BZ,52.771548,-2.922936,http://motorwayservices.uk/Nesscliffe
Newark,NG24 3UG,53.048585,-0.778455,http://motorwayservices.uk/Newark
Newby_Bridge,LA12 8ND,54.264779,-2.965746,http://motorwayservices.uk/Newby_Bridge
New_Fox,NG33 5LN,52.765769,-0.610642,http://motorwayservices.uk/New_Fox
Newmarket,CB8 0XG,52.249489,0.364271,http://motorwayservices.uk/Newmarket
Newport_Pagnell,MK16 8DS,52.08315,-0.749005,http://motorwayservices.uk/Newport_Pagnell
Newtonmore,PH20 1BB,57.060472,-4.127937,http://motorwayservices.uk/Newtonmore
Newton_Park,DL1 3NL,54.584664,-1.563364,http://motorwayservices.uk/Newton_Park
Newtown_Cross,HR8 2TZ,52.101299,-2.5624,http://motorwayservices.uk/Newtown_Cross
Northampton,NN4 9QS,52.20919,-0.94455,http://motorwayservices.uk/Northampton
North_Muskham,NG23 6HT,53.128742,-0.810949,http://motorwayservices.uk/North_Muskham
Northop_Hall,CH7 6HF,53.197934,-3.090195,http://motorwayservices.uk/Northop_Hall
Northside,HR6 0PJ,52.174295,-2.716367,http://motorwayservices.uk/Northside
Norton_Canes,WS11 9UX,52.665031,-1.967827,http://motorwayservices.uk/Norton_Canes
Nuneaton,CV10 7DA,52.503944,-1.477009,http://motorwayservices.uk/Nuneaton
Nunney_Catch,BA11 4NX,51.200848,-2.376471,http://motorwayservices.uk/Nunney_Catch
Oak,CV5 9AN,52.428201,-1.581168,http://motorwayservices.uk/Oak
Oldbury,GL10 3SJ,51.758808,-2.314336,http://motorwayservices.uk/Oldbury
Old_Inns,G68 0BJ,55.967557,-3.969789,http://motorwayservices.uk/Old_Inns
Ollerton,NG22 9DT,53.200111,-1.027289,http://motorwayservices.uk/Ollerton
Orme_View,LL34 6UN,53.280578,-3.89941,http://motorwayservices.uk/Orme_View
Orsett,RM16 3BJ,51.506028,0.382546,http://motorwayservices.uk/Orsett
Orwell,IP10 0NZ,52.0235,1.186932,http://motorwayservices.uk/Orwell
Oval,NN7 3NA,52.230619,-1.026901,http://motorwayservices.uk/Oval
Oversley_Mill,B49 6PQ,52.204412,-1.876498,http://motorwayservices.uk/Oversley_Mill
Oxford,OX33 1LJ,51.738038,-1.097191,http://motorwayservices.uk/Oxford
Parkway,S2 1FF,53.371675,-1.417959,http://motorwayservices.uk/Parkway
Partney,PE23 4PF,53.191814,0.107472,http://motorwayservices.uk/Partney
Peartree_Cross,TQ13 7RB,50.509953,-3.76397,http://motorwayservices.uk/Peartree_Cross
Peartree,OX2 8JZ,51.795601,-1.283438,http://motorwayservices.uk/Peartree
Pease_Pottage,RH11 9YA,51.083316,-0.199939,http://motorwayservices.uk/Pease_Pottage
Penhale,TR9 6NA,50.37848,-4.943711,http://motorwayservices.uk/Penhale
Penlan,PL30 4HH,50.507818,-4.664863,http://motorwayservices.uk/Penlan
Penrith,CA11 9EH,54.661616,-2.764245,http://motorwayservices.uk/Penrith
Peterborough,PE7 3UQ,52.531639,-0.320705,http://motorwayservices.uk/Peterborough
Petersfield,GU32 3BS,51.008611,-0.951553,http://motorwayservices.uk/Petersfield
Pevensey,BN24 5JW,50.822577,0.343121,http://motorwayservices.uk/Pevensey
Picket_Post,BH24 3HN,50.853816,-1.730116,http://motorwayservices.uk/Picket_Post
Pocklington,YO42 1AD,53.920833,-0.795361,http://motorwayservices.uk/Pocklington
Podimore,BA22 8JG,51.023092,-2.659909,http://motorwayservices.uk/Podimore
Polegate,BN26 6QL,50.829093,0.23684,http://motorwayservices.uk/Polegate
Pont_Abraham,SA4 0FU,51.747468,-4.065913,http://motorwayservices.uk/Pont_Abraham
Popham,SO21 3SP,51.193088,-1.232428,http://motorwayservices.uk/Popham
Poppleton,YO26 6QD,53.972016,-1.142754,http://motorwayservices.uk/Poppleton
Prizet,LA8 8AA,54.297604,-2.75948,http://motorwayservices.uk/Prizet
Pyecombe_(North),BN45 7ED,50.901124,-0.174491,http://motorwayservices.uk/Pyecombe_(North)
Pyecombe_(South),BN45 7FJ,50.886923,-0.164141,http://motorwayservices.uk/Pyecombe_(South)
Queenborough,ME12 3EW,51.41567,0.759276,http://motorwayservices.uk/Queenborough
Ram_Jam,LE15 7QX,52.732462,-0.600104,http://motorwayservices.uk/Ram_Jam
Raunds,NN9 6EQ,52.352247,-0.54626,http://motorwayservices.uk/Raunds
Reading,RG30 3UQ,51.423594,-1.036664,http://motorwayservices.uk/Reading
Red_Lion_Truckstop,NN7 4DE,52.23198,-1.004718,http://motorwayservices.uk/Red_Lion_Truckstop
Red_Post,DT11 9EX,50.775143,-2.153353,http://motorwayservices.uk/Red_Post
Redwings,PE28 5XP,52.409442,-0.262807,http://motorwayservices.uk/Redwings
Rheged,CA11 0DQ,54.647418,-2.781083,http://motorwayservices.uk/Rheged
Rhostyllen,LL14 4EJ,53.027758,-3.029416,http://motorwayservices.uk/Rhostyllen
Richborough,CT13 9NL,51.310178,1.348697,http://motorwayservices.uk/Richborough
Rising_Bridge,BB5 2SB,53.726195,-2.332514,http://motorwayservices.uk/Rising_Bridge
Rivington,BL6 5UZ,53.600516,-2.573013,http://motorwayservices.uk/Rivington
Ross_Spur,HR9 7QJ,51.927802,-2.568111,http://motorwayservices.uk/Ross_Spur
Rothwell,NN14 1SS,52.414473,-0.790084,http://motorwayservices.uk/Rothwell
Rothwell_Truckstop,NN14 6AA,52.412899,-0.813049,http://motorwayservices.uk/Rothwell_Truckstop
Roundswell,EX31 3RZ,51.06296,-4.083878,http://motorwayservices.uk/Roundswell
Route_74_Truckstop,ML11 0FA,55.648703,-3.892995,http://motorwayservices.uk/Route_74_Truckstop
Rowborough,GL56 9RE,52.050051,-1.664999,http://motorwayservices.uk/Rowborough
Rownhams,SO16 8AP,50.952732,-1.452068,http://motorwayservices.uk/Rownhams
Ruabon,LL14 6YY,52.993689,-3.031198,http://motorwayservices.uk/Ruabon
Rufus_Stone,SO43 7GN,50.90585,-1.626655,http://motorwayservices.uk/Rufus_Stone
Rugby,CV23 0EZ,52.410771,-1.250053,http://motorwayservices.uk/Rugby
Rugby_Truckstop,CV23 0AE,52.381895,-1.188805,http://motorwayservices.uk/Rugby_Truckstop
Rushden,NN10 6AP,52.299101,-0.627428,http://motorwayservices.uk/Rushden
Rustington,BN17 6LE,50.820453,-0.526195,http://motorwayservices.uk/Rustington
Saltash,PL12 6LF,50.41779,-4.233786,http://motorwayservices.uk/Saltash
Sandbach,CW11 2FZ,53.139358,-2.335809,http://motorwayservices.uk/Sandbach
Sarn_Park,CF32 9SY,51.534969,-3.576388,http://motorwayservices.uk/Sarn_Park
Saughall,CH1 6JS,53.232995,-2.942376,http://motorwayservices.uk/Saughall
Scotch_Corner,DL10 6PQ,54.443985,-1.666329,http://motorwayservices.uk/Scotch_Corner
Seaton_Burn,NE13 6EP,55.059013,-1.627688,http://motorwayservices.uk/Seaton_Burn
Sedbury,DL10 5LP,54.442628,-1.679709,http://motorwayservices.uk/Sedbury
Sedgefield,TS21 2JX,54.648295,-1.43987,http://motorwayservices.uk/Sedgefield
Sedgemoor_(North),BS24 0JL,51.268829,-2.924042,http://motorwayservices.uk/Sedgemoor_(North)
Sedgemoor_(South),BS26 2UF,51.269063,-2.919431,http://motorwayservices.uk/Sedgemoor_(South)
Seven_Bridges,SN6 6JR,51.638225,-1.837798,http://motorwayservices.uk/Seven_Bridges
Severn_View,BS35 4BH,51.603826,-2.62125,http://motorwayservices.uk/Severn_View
Shefford,SG17 5LH,52.030223,-0.33628,http://motorwayservices.uk/Shefford
Shooters_Hill,SE3 8UQ,51.475411,0.027033,http://motorwayservices.uk/Shooters_Hill
Shrewsbury,SY3 0DA,52.681916,-2.760901,http://motorwayservices.uk/Shrewsbury
Sixfields,NN5 4EG,52.234526,-0.937771,http://motorwayservices.uk/Sixfields
Skewen,SA10 7DR,51.658153,-3.832933,http://motorwayservices.uk/Skewen
Skiach,IV16 9XJ,57.675799,-4.304279,http://motorwayservices.uk/Skiach
Skipbridge,YO26 8EQ,53.998574,-1.273614,http://motorwayservices.uk/Skipbridge
Sleaford,NG34 8NP,53.010934,-0.423458,http://motorwayservices.uk/Sleaford
Smithaleigh,PL7 5AX,50.382299,-3.985793,http://motorwayservices.uk/Smithaleigh
Snetterton,NR16 2JU,52.471606,0.954114,http://motorwayservices.uk/Snetterton
Solstice,SP4 7SQ,51.177468,-1.758978,http://motorwayservices.uk/Solstice
Sourton_Cross,EX20 4LY,50.707756,-4.059736,http://motorwayservices.uk/Sourton_Cross
South_Cave,HU15 2DA,53.759691,-0.593325,http://motorwayservices.uk/South_Cave
South_Mimms,EN6 3QQ,51.687531,-0.221891,http://motorwayservices.uk/South_Mimms
Southwaite,CA4 0NT,54.798923,-2.869965,http://motorwayservices.uk/Southwaite
South_Weald,CM14 5NA,51.609418,0.266195,http://motorwayservices.uk/South_Weald
Spaceways,YO26 6RB,53.977948,-1.13266,http://motorwayservices.uk/Spaceways
Spalding,PE12 6FY,52.760909,-0.158629,http://motorwayservices.uk/Spalding
Spaldwick,PE28 0TD,52.341316,-0.341607,http://motorwayservices.uk/Spaldwick
Springfields,PE12 6JP,52.799982,-0.118411,http://motorwayservices.uk/Springfields
Spur_End,BH7 7DP,50.747381,-1.82524,http://motorwayservices.uk/Spur_End
Stafford_(North),ST15 0EU,52.884344,-2.170513,http://motorwayservices.uk/Stafford_(North)
Stafford_(South),ST15 0XE,52.873195,-2.1612,http://motorwayservices.uk/Stafford_(South)
Stannington,NE61 6DR,55.125448,-1.67159,http://motorwayservices.uk/Stannington
Stansted,CM24 1PY,51.875575,0.247784,http://motorwayservices.uk/Stansted
St_Clears,SA33 4JW,51.817994,-4.503711,http://motorwayservices.uk/St_Clears
Stibbington,PE8 6LR,52.568346,-0.39044,http://motorwayservices.uk/Stibbington
Stirchley,TF3 1QU,52.654622,-2.428922,http://motorwayservices.uk/Stirchley
Stirling,FK7 8EU,56.075747,-3.922476,http://motorwayservices.uk/Stirling
St_Kew,PL30 3ED,50.545606,-4.779445,http://motorwayservices.uk/St_Kew
St_Leonards,BH24 2NR,50.82935,-1.838707,http://motorwayservices.uk/St_Leonards
Stockbridge,PO19 8FH,50.828718,-0.788055,http://motorwayservices.uk/Stockbridge
Stonebridge,CV3 6RQ,52.379037,-1.515344,http://motorwayservices.uk/Stonebridge
Stonecross,PE38 0AD,52.598992,0.397347,http://motorwayservices.uk/Stonecross
Stracathro,DD9 7QA,56.77494,-2.61372,http://motorwayservices.uk/Stracathro
Strathbogie,AB54 6JD,57.43965,-2.766175,http://motorwayservices.uk/Strathbogie
Strensham,WR8 0BZ,52.064651,-2.157269,http://motorwayservices.uk/Strensham
Sutterton,PE20 2LG,52.88846,-0.080449,http://motorwayservices.uk/Sutterton
Sutton_Scotney,SO21 3JY,51.156323,-1.344286,http://motorwayservices.uk/Sutton_Scotney
Swaffham,PE37 7TZ,52.652542,0.7239,http://motorwayservices.uk/Swaffham
Swallowfield,RG7 1LZ,51.397824,-0.984636,http://motorwayservices.uk/Swallowfield
Swanley,DA14 5JA,51.409668,0.144023,http://motorwayservices.uk/Swanley
Swansea_West,SA4 9GT,51.679241,-3.995297,http://motorwayservices.uk/Swansea_West
Symonds_Yat,HR9 6DP,51.851709,-2.664442,http://motorwayservices.uk/Symonds_Yat
Talke,ST7 1UP,53.061759,-2.25048,http://motorwayservices.uk/Talke
Tamworth,B77 5PS,52.607476,-1.64011,http://motorwayservices.uk/Tamworth
Taunton_Deane,TA3 7PF,50.975507,-3.146758,http://motorwayservices.uk/Taunton_Deane
Tebay,CA10 3SB,54.449654,-2.609982,http://motorwayservices.uk/Tebay
Teddington_Hands,GL20 8NE,52.003435,-2.055863,http://motorwayservices.uk/Teddington_Hands
Telegraph_Hill,EX6 7XX,50.648241,-3.547489,http://motorwayservices.uk/Telegraph_Hill
Telford,TF11 8TG,52.677301,-2.400242,http://motorwayservices.uk/Telford
Templepatrick,BT36 4RN,54.695437,-6.023114,http://motorwayservices.uk/Templepatrick
Thame,OX9 3SB,51.756842,-0.978808,http://motorwayservices.uk/Thame
Thanet_Way,ME13 9EL,51.325414,0.98743,http://motorwayservices.uk/Thanet_Way
The_Buck,SP11 6NJ,51.188531,-1.411655,http://motorwayservices.uk/The_Buck
Thetford,IP24 1QN,52.422879,0.727361,http://motorwayservices.uk/Thetford
Thickthorn,NR9 3AU,52.604064,1.219121,http://motorwayservices.uk/Thickthorn
Thirsk,YO7 3AA,54.228492,-1.329105,http://motorwayservices.uk/Thirsk
Thorpe_on_the_Hill,LN6 9AJ,53.17753,-0.626411,http://motorwayservices.uk/Thorpe_on_the_Hill
Thrapston,NN14 4UR,52.39178,-0.52543,http://motorwayservices.uk/Thrapston
Thrussington,LE7 4TF,52.748651,-1.061412,http://motorwayservices.uk/Thrussington
Thurrock,RM16 3BG,51.492281,0.272254,http://motorwayservices.uk/Thurrock
Tibshelf,DE55 5TZ,53.133917,-1.332002,http://motorwayservices.uk/Tibshelf
Tickled_Trout,PR5 0UJ,53.765349,-2.641079,http://motorwayservices.uk/Tickled_Trout
Tiverton,EX16 7HD,50.916808,-3.354939,http://motorwayservices.uk/Tiverton
Toddington,LU5 6HR,51.947096,-0.503233,http://motorwayservices.uk/Toddington
Todhills,CA6 4HA,54.950102,-2.979008,http://motorwayservices.uk/Todhills
Tollgate,DA11 7NP,51.417255,0.361227,http://motorwayservices.uk/Tollgate
Tot_Hill_(A14),IP14 3QQ,52.205946,0.9797,http://motorwayservices.uk/Tot_Hill_(A14)
Tot_Hill_(A34),RG20 9BX,51.34853,-1.342779,http://motorwayservices.uk/Tot_Hill_(A34)
Towcester,NN12 6TQ,52.126718,-1.004552,http://motorwayservices.uk/Towcester
Townsend,BA22 8PF,50.985032,-2.713989,http://motorwayservices.uk/Townsend
Trewint,PL15 7TF,50.59441,-4.524064,http://motorwayservices.uk/Trewint
Trowell,NG9 3PL,52.961567,-1.268038,http://motorwayservices.uk/Trowell
Tunbridge_Wells,TN12 7HE,51.134975,0.351984,http://motorwayservices.uk/Tunbridge_Wells
Uttoxeter,ST14 5AA,52.908279,-1.858719,http://motorwayservices.uk/Uttoxeter
Vale,WR11 7QP,52.03016,-2.002117,http://motorwayservices.uk/Vale
Warminster,BA12 7RU,51.21786,-2.199957,http://motorwayservices.uk/Warminster
Warwick,CV35 0AA,52.219735,-1.515692,http://motorwayservices.uk/Warwick
Washington,DH3 2SJ,54.890285,-1.557512,http://motorwayservices.uk/Washington
Watford_Gap,NN6 7UZ,52.307442,-1.123064,http://motorwayservices.uk/Watford_Gap
Weeley,CO16 9AD,51.858779,1.101988,http://motorwayservices.uk/Weeley
Wellingborough,NN8 2DU,52.288683,-0.674022,http://motorwayservices.uk/Wellingborough
West_Cave,HU15 1RZ,53.768157,-0.66144,http://motorwayservices.uk/West_Cave
West_Wellow,SO51 6GF,50.954982,-1.535655,http://motorwayservices.uk/West_Wellow
Wetherby,LS22 5GT,53.947548,-1.368874,http://motorwayservices.uk/Wetherby
Weyhill,SP11 8FH,51.213772,-1.535821,http://motorwayservices.uk/Weyhill
Wherstead,IP2 8NQ,52.031158,1.148573,http://motorwayservices.uk/Wherstead
Whiddon_Down,EX20 2QT,50.719514,-3.852056,http://motorwayservices.uk/Whiddon_Down
Whitchurch,SY13 1JZ,52.966978,-2.70533,http://motorwayservices.uk/Whitchurch
Whitehouse,EX20 1QJ,50.739056,-3.959004,http://motorwayservices.uk/Whitehouse
Whitemare_Pool,NE10 8YB,54.946928,-1.515724,http://motorwayservices.uk/Whitemare_Pool
Whitley,WA4 4EZ,53.293125,-2.592984,http://motorwayservices.uk/Whitley
Whittlesford,CB22 3HD,52.104085,0.176811,http://motorwayservices.uk/Whittlesford
Willington,DE65 6GY,52.855343,-1.581075,http://motorwayservices.uk/Willington
Willoughby_Hedge,BA12 6AQ,51.101392,-2.185914,http://motorwayservices.uk/Willoughby_Hedge
Willowtree,NE66 2HA,55.401474,-1.691665,http://motorwayservices.uk/Willowtree
Winchester,SO21 1PP,51.115258,-1.254577,http://motorwayservices.uk/Winchester
Winning_Post,EX6 7XS,50.640317,-3.562857,http://motorwayservices.uk/Winning_Post
Winthorpe,NG24 2NY,53.097736,-0.769253,http://motorwayservices.uk/Winthorpe
Wisbech,PE14 7BF,52.684773,0.207283,http://motorwayservices.uk/Wisbech
Wisley,GU23 6PT,51.293154,-0.489885,http://motorwayservices.uk/Wisley
Witney,OX28 4EJ,51.777974,-1.492396,http://motorwayservices.uk/Witney
Wittering,PE8 6HA,52.598401,-0.421717,http://motorwayservices.uk/Wittering
Woodall,S26 7XR,53.315191,-1.28137,http://motorwayservices.uk/Woodall
Woodhouse,TS14 6QU,54.535037,-1.075788,http://motorwayservices.uk/Woodhouse
Woodside,EX36 3QP,51.013302,-3.764034,http://motorwayservices.uk/Woodside
Woolley_Edge,WF4 4LQ,53.622277,-1.545422,http://motorwayservices.uk/Woolley_Edge
Woolmer,GU35 9QF,51.108451,-0.866188,http://motorwayservices.uk/Woolmer
Worksop,S80 3QD,53.303263,-1.139822,http://motorwayservices.uk/Worksop
Worsted,CB22 3AX,52.145051,0.230827,http://motorwayservices.uk/Worsted
Wyboston,MK44 3AA,52.19456,-0.297943,http://motorwayservices.uk/Wyboston
Wynyard_Park,TS22 5PZ,54.628629,-1.306915,http://motorwayservices.uk/Wynyard_Park
Yarnton,OX5 1PT,51.810425,-1.308573,http://motorwayservices.uk/Yarnton
